reference_answer,student_answer,score,similarity
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is hard because you cannot scratch it with penny, fingernail or a paperclip.",4,0.9976828021525564
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,m to z is harder than mineral x and y.,1,0.995948451789691
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,it is harder than x y z because we read about it this morning.,2,0.9971790881309497
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,it is harder than them.,2,0.9954327104028631
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"it is harder than minerals x, y, and z because it cannot be scratched by either one.",4,0.99780544723351
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,a topaz is compared to z because it cannot be scratched with 2 thirds things. y is all the opposite of topaz. x cannot be scratched with one third of a topaz cannot be scratched.,3,0.9989323969410616
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,the topaz is the first hardest mineral out of the 3 on the chart.,2,0.9981739159777474
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is harder than all of them. it is just barely harder than z, way harder than y, and pretty harder than x.",2,0.9986929320787001
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is harder than x, y, and z because topaz cannot be scratched by a fingernail, a penny, or a paperclip so it is the hardest.",4,0.9988294074062575
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"tied with mineral y because they are both yes, yes, and yes.",3,0.9975648722341655
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz would be all no's compared the minerals x, y, and z because topaz is one of the scratch free minerals.",1,0.9986871876328214
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is harder than minerals x, y, and z because topaz cannot be scratched by a fingernail, penny or a paperclip. so it is harder.",4,0.9989636301695611
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"it is a soft rock z, i think it is the same as y because they can both be scratched by everything. it is little bit hard to x.",3,0.9988496628898069
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is harder than x, y, and z because it cannot be scratched by a fingernail, a laser, or a paperclip.",4,0.9985487992131238
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,topaz is the hardest out of all minerals because it did not get scratched by any tool.,4,0.9985797140981421
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,like steel if you rub them and if it does not scratch.,1,0.997529034679196
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,it is harder than all of the other minerals because it cannot get scratched by none of the scratching materials and all the other minerals can get scratched at least one time.,4,0.9992250432828135
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"it is harder than x, y, z. i know it is harder than x, y, and z because nothing can scratch it.",4,0.9980473435928898
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"minerals x has 2 of them in a paperclip and penny. and the y, z and the minerals y is the hardest in it.",3,0.9983358995055225
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,it is the hardest because it cannot be scratched by any of them and the others can be scratched with at least one of the minerals.,4,0.9990403102040455
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,mineral z can scratch topaz because mineral z cannot be scratched by a penny or a fingernail but it can get scratched by a paperclip.,3,0.9983701756715511
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"it is so strong that minerals x, y, z cannot break it.",2,0.9974294832341213
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,i know because when you break a rock that is when you know it is hard or not hard.,1,0.9984510999839507
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"how it is compared to x, y, and z is that the finger and the penny cannot scratch mineral x and z.",2,0.998267794824981
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,i know it is z because it has one yes and 2 no's.,3,0.9977510014447282
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"mineral z cannot be scratched by penny, fingernail, and paperclip. topaz cannot be scratched by anything.",3,0.9981961145754839
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz has to have x, y, z as minerals.",1,0.9973240452695473
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,because it is harder.,2,0.9949862825639597
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,i know because a fingernail cannot be scratched the most.,1,0.9975540471184535
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz is the hardest because none of them can scratch it but at least one them can scratch x, y, z.",4,0.9992791293851264
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,topaz would be the hardest because none of the tools could scratch it and at least one tool.,4,0.99923846882576
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,topaz would be hardest because none of the tools could scratch it and at least one tool could scratch x y z.,4,0.9993994380008765
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,it would be the hardest because none of the tools could scratch it.,4,0.9983144601163934
topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"topaz would be hardest because none of the tools could scratch it and at least one tool could scratch x, y, and z.",4,0.999449867280954
rub the minerals together and see which one scratches the other.,she can do a scratch test and see which one is harder.,2,0.9982127122205322
rub the minerals together and see which one scratches the other.,scratch one against the other.,4,0.9984664102959797
rub the minerals together and see which one scratches the other.,rub them together.,2,0.9979813225759642
rub the minerals together and see which one scratches the other.,by scratching them.,2,0.9982921789663781
rub the minerals together and see which one scratches the other.,rubbing them together.,2,0.9952276416966515
rub the minerals together and see which one scratches the other.,scratch them together.,4,0.9954955409077736
rub the minerals together and see which one scratches the other.,scratch them against each other.,4,0.9966357225351855
rub the minerals together and see which one scratches the other.,use her fingernail.,1,0.9951095597842743
rub the minerals together and see which one scratches the other.,a rock scratch.,2,0.9957853643143227
rub the minerals together and see which one scratches the other.,use your fingernail.,2,0.996683700152561
rub the minerals together and see which one scratches the other.,scratch the 2 together.,4,0.9965719405551259
rub the minerals together and see which one scratches the other.,scratch one against the other.,4,0.996547642973214
rub the minerals together and see which one scratches the other.,she can use her nail and penny.,1,0.9976531699612108
rub the minerals together and see which one scratches the other.,scratch them together.,4,0.9954955409077736
rub the minerals together and see which one scratches the other.,georgia could rub them together.,2,0.9968809079010723
rub the minerals together and see which one scratches the other.,scratch them together.,4,0.9954955409077736
rub the minerals together and see which one scratches the other.,scratch the minerals together.,4,0.9972374521447764
rub the minerals together and see which one scratches the other.,from scratching with another minerals.,2,0.9974205639484113
rub the minerals together and see which one scratches the other.,she can scratch them together and the one with the mark is the soft one.,4,0.9987576272619957
rub the minerals together and see which one scratches the other.,she can scratch it together and look and see which leave a scratch.,4,0.998823990856176
rub the minerals together and see which one scratches the other.,she could rub them together.,2,0.9962408059618806
rub the minerals together and see which one scratches the other.,georgia could rub them together.,4,0.9961194498066512
rub the minerals together and see which one scratches the other.,she could rub them together.,2,0.9962408059618806
rub the minerals together and see which one scratches the other.,scratch the 2 rocks together.,4,0.9967786858183973
rub the minerals together and see which one scratches the other.,by rubbing them together and touching them.,2,0.9974532853449468
rub the minerals together and see which one scratches the other.,with her nail.,1,0.9954621701731309
rub the minerals together and see which one scratches the other.,rub them together.,4,0.9954219397600322
rub the minerals together and see which one scratches the other.,rub them together.,2,0.9954219397600322
rub the minerals together and see which one scratches the other.,rubbing them together.,2,0.9956861769971809
rub the minerals together and see which one scratches the other.,"she can rub them together and switch, if there is a mark on it and it goes away, it is hard.",4,0.9985604099692015
rub the minerals together and see which one scratches the other.,rub them together to see if scratch the other.,4,0.9980483912581901
rub the minerals together and see which one scratches the other.,rub them together.,2,0.9954219397600322
rub the minerals together and see which one scratches the other.,"rub them together, see which will scratch the other.",4,0.9982835283489946
rub the minerals together and see which one scratches the other.,rub them together and see if you can scratch it harder.,4,0.9983955369244801
rub the minerals together and see which one scratches the other.,rub them together and see if one scratches the other.,4,0.998617422809051
rub the minerals together and see which one scratches the other.,rub them to see if one scratches the other.,4,0.9983814832256148
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",because whichever one scratches is the hardest.,4,0.9953920724881392
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",which one makes a deeper scratch.,4,0.9957595683561136
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the other one that did not break is the hardest.,1,0.9960075688863009
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",see which one scratched the other.,4,0.9962406184594425
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.","one will scratch the other one. she should rub the scratch, too. that way she knows if it is a scratch or dust from the other mineral.",4,0.9985017850925253
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",first you take the black mineral and rub it against the brown mineral. then see if you can wipe off the mark and if you can the brown one is harder and if you cannot the black one is harder.,4,0.9988574320315613
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.","she can rub the scratch. if it goes away, the black one is harder. if it stays there, the brown one is harder.",4,0.998335800374032
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one with scratches or deeper scratches is weaker and the other rock is harder.,4,0.9974016066930005
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",when she rubs them together and the other one breaks the one that did not break is the hardest.,2,0.9973393538139087
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",because it will break.,1,0.9948036760605254
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",scratch test.,2,0.9927915652492798
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the harder mineral will scratch the color off of the softer one.,4,0.9976898980525093
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one that make a mark. she should also see if stuff comes off when she scratches it.,4,0.9975840543852235
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",if she does scratch one on the other and one gets a mark that you can to rub off. then you know the other one is harder.,4,0.9982150788256697
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",a penny.,1,0.9941435385604784
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one with a scratch.,3,0.9958364472481285
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the mineral with no scratch is the hardest because the other one could not scratch it.,4,0.9983235822590177
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one that scratches the other.,4,0.9964006190640422
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",whichever one gets scratched is the softest.,4,0.9957093207788292
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",whichever one got scratched.,3,0.9948960434198606
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",scratch them together.,4,0.9942255235802409
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",whichever one that has more scratches.,3,0.9956787165105305
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",because maybe something will come off.,1,0.9953762633927977
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one that does not break.,1,0.9954389344593468
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",by rubbing them together whichever one the chalky stuff comes off of is the hardness.,3,0.9976864534732757
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the skin of the saltiest will come off.,1,0.9964069063471392
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one that does not have a scratch.,4,0.9961580289592753
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one who resists is the hardest.,1,0.994981095630876
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",because she can touch and see which is hard.,1,0.9962470139885783
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",if you see a mark that does not mean it is the softest. if it is pushed in that means it is the softest and the harder one there is nothing.,4,0.9983701300259961
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one with a scratch is not the hardest so the other mineral must be hardest.,4,0.9980373653435144
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the one that crumbles the most.,1,0.9955588770230932
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the harder mineral will leave a scratch on the less hard mineral.,4,0.9966173014101734
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the harder will leave a scratch on the less hard mineral.,4,0.996179365740106
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the harder mineral will leave a scratch on the less hard mineral.,4,0.9966173014101734
"the harder mineral will leave a scratch on the less hard mineral. if the black mineral is harder, the brown mineral will have a scratch.",the harder will leave a scratch on the other.,4,0.9955257729086613
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","he should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",2,0.9987037467297439
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",cold pour in cup.,1,0.9955115384035431
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","put part of the broken rock in the cup. then add vinegar. if it starts bubbling a lot, it has calcite.",4,0.9982417447534205
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","he should put a mock rock in a cup of vinegar, and if there is bubbles there is calcite.",4,0.9984226231938456
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","put the water in the vial and put the calcite in, if the water starts getting murky and bubbles float to the top there is calcite.",2,0.9984323377485813
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",phil should first put the rock in a bowl of vinegar. if it bubbles a lot it is probably calcite. next if he is still not sure he should pour the rock and vinegar into a dish and let it evaporate. he should look for needle like markings.,4,0.9990615888599281
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","phil should find a rock he thinks has calcite, and put it in a vial with vinegar in it. then after a while he should pour the vinegar into the shallow dish. after that phil should let it evaporate. then phil should look at what is inside the dish. if it has long, white, needles, then there probably is calcite in that rock.",2,0.9987365672080961
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",first find calcite put it in a vial. second put vinegar in and let it sit. third pour out the vinegar.,2,0.9980860065246226
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he should put the rock or mineral in a cup and pour vinegar and if it bubble then it calcite.,4,0.9985012962446072
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",because vinegar is cold acid is very into now.,2,0.9972100796338248
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",phil should put the rock in the vial. then put vinegar in then look for a lot of bubble then put in cold acid in to wait for a few days.,4,0.9987925181947984
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he should put it in a vial with vinegar and then drop only the vinegar on later and when it is done there should be white crystals.,2,0.9985396824730128
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he would observe the calcite. look for calcite in rocks. and then when you think you found it put it in the water.,1,0.9987300210203454
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he should put a rock in vinegar and look at it. if it bubbles it has calcite in it. that is what he should do.,4,0.9991008203119073
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put the rocks in a vial and see if they bubble.,2,0.9981839340975256
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he should put vinegar in the vial and put then rock inside and look for bubbles.,4,0.9982862547229439
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",phil should put the rock in the tube. then put the vinegar in the tube cover the rocks and it should bubble.,4,0.9988459751402963
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",if he has a vial then he should get the rock or mineral in the vial and pour vinegar in the vial to see if he has vials.,2,0.9988297662001602
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put some vinegar in a vial but first put the rock inside then you will see bubbles going so so fast and you have to wait about 2 minutes and you will see it.,4,0.99840282903468
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","he should pour the acid on it, then if it has bubbles all over it is calcite.",4,0.9986833145745684
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put the cold acid and wait for it react.,2,0.9977942498226163
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",get a rock and put it in a vial and pour acid into the vial. wait a while and when a while is done look in the evaporating dish with your hand lens.,2,0.9986116182043001
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",phil should pour the cold acid on the rock and if it fizzes it has calcite in it.,4,0.9989971607196817
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",the color and the want was like. and he can see the hot or cold. and measure and feel it all. and it is stuff.,1,0.9985835770440527
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he would observe that there are bubbles.,2,0.9974354775505694
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put the calcite in the vinegar and you will see bubbles.,2,0.9982791250068233
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.","vinegar, gas, mineral, rock.",1,0.996521335399261
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",because he should put the acid on the rock and see if it fizzes that means it is calcite.,4,0.9988652032463414
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he can do the vinegar test the evaporation test and the hardness test.,2,0.9979909932493423
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he should put the acid on the rock and observe for a reaction because calcite reacts with acid by making bubbles. so if the rock fizzes it has calcite in it.,4,0.9992195142965872
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",that what calcite to when it is in vinegar.,2,0.9980746277373653
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put the rock in vinegar.,2,0.9973156865978516
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",he would put the vinegar into a vial and put the rock in the vial and if it bubbles it is calcite.,4,0.9988400848772323
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",if it bubbles it has calcite.,2,0.9974971491661844
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",if you put the rock in vinegar it should fizzle if it has calcite.,4,0.9986344195905121
"put acid on a rock. if the acid fizzes, phil would know that the rock has calcite.",put the rock in vinegar and see if it fills.,2,0.9984378969829384
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,it if looks like salt then the salt is salt crystals. if it has lines in them it is calcite crystals.,2,0.9978357909098516
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,calcite is straight lines.,2,0.9957011982307646
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,the calcite crystals have lines. salt crystal have squares.,4,0.9975438624913987
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,the calcite crystals were lines and the salt crystals were pyramids and squares.,4,0.9978464870663671
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,you can tell them apart because the calcite is just lines. the salt crystals were pyramids and squares.,4,0.9983036209354922
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,"calcite look like this the salt, drew picture, crystals look like this, drew picture.",1,0.9974566700893237
the crystals have different shapes. salt crystals are square with little xs. the calcite crystals are shaped like needles (long and skinny).,salt crystals had an x on them and calcite crystals do not.,2,0.9974937368885474
